Organization,Industry,Date Reported,Date of Incident,Date of Discovery,State,Residents Affected,Breach Type,Notes
Neurosurgical Associates of New Jersey,,11/11/2024,8/15/2023,,Indiana,7,,
New American Funding LLC,,4/22/2024,3/29/2024,,Indiana,1,,
NewEdge Advisors LLC,,9/12/2024,8/21/2023,,Indiana,4,,
"NewGen Administrative Services, LLC",,2/23/2024,9/13/2023,,Indiana,20,,
"New-Indy Containerboard, LLC",,3/7/2024,11/25/2023,,Indiana,719,,
New River Electrical Corp,,11/27/2024,4/30/2024,,Indiana,249,,
Newton Public Schools,,3/15/2024,3/23/2023,,Indiana,9,,
New TSI Holdings Inc New York Sports Club,,9/26/2024,7/27/2024,,Indiana,7,,
New York Life Insurance Company,,6/28/2024,4/9/2024,,Indiana,6,,
New York Life Insurance Company,,7/19/2024,6/25/2024,,Indiana,1,,
New York School of Interior Design,,7/9/2024,11/2/2023,,Indiana,78,,
Next Move Group LLC,,10/3/2024,2/16/2024,,Indiana,4,,
NICO Corporation,,1/17/2024,,,Indiana,26,,
Nissan North American,,5/15/2024,10/18/2023,,Indiana,82,,
"NK Parts Industries, Inc",,7/2/2024,5/2/2024,,Indiana,10,,
Noritsu America Corporation,,8/7/2024,4/29/2024,,Indiana,4,,
North American Signs,,4/24/2024,2/28/2024,,Indiana,349,,
"Northeast Orthopedics and Sports Medicine, PLLC",,3/5/2024,11/22/2023,,Indiana,24,,
Northern Safety Company Inc,,11/25/2024,6/7/2024,,Indiana,49,,
"Northern Virginia Oral, Maxillofacial & Implant Surgery",,3/28/2023,10/3/2022,,Indiana,1,,
"Northgate Environmental Management, Inc",,2/29/2024,3/25/2023,,Indiana,1,,
"North Hill communities, Inc, North Hill Home Health Care Inc, connected for Life",,2/14/2024,12/19/2023,,Indiana,1,,
Northwoods League Inc,,8/21/2024,6/7/2024,,Indiana,502,,
Notions Marketing Corporation,,4/29/2024,1/31/2024,,Indiana,36,,
NSi Industries LLC,,5/28/2024,10/11/2023,,Indiana,1,,
NuCompass Mobility Services Inc,,10/25/2024,5/2/2024,,Indiana,1,,
NX Automotive Logistics USA Inc,,7/29/2024,5/27/2024,,Indiana,1,,
"O'Daniel Automotive, Inc",,3/7/2024,5/31/2023,,Indiana,72,,
Oak View Group,,1/8/2024,11/9/2023,,Indiana,145,,
Oceaneering International Inc,,3/1/2024,1/1/2024,,Indiana,5,,
Octapharma Plasma Inc,,8/30/2024,4/17/2024,,Indiana,5122,,
Ohio Lottery,,5/8/2024,12/24/2023,,Indiana,2762,,
Oldenburg Group Incorporated,,5/30/2024,5/4/2024,,Indiana,5,,
OmniVision Technologies Inc,,5/17/2024,9/4/2023,,Indiana,2,,
One Point HR Solutions Inc,,9/6/2024,7/3/2023,,Indiana,200,,
One Stop Financial Services,,1/9/2024,9/22/2023,,Indiana,1,,
On Q Financial,,3/29/2024,2/21/2024,,Indiana,587,,
OraSure Technologies Inc,,7/9/2024,3/25/2024,,Indiana,4,,
Orbus Visual Communications LLC,,2/16/2024,10/30/2023,,Indiana,7,,
Oregon Zoo,,8/16/2024,12/20/2023,,Indiana,200,,
Organized Living,,4/4/2024,3/13/2024,,Indiana,913,,
Original Footwear Co,,4/3/2024,2/2/2024,,Indiana,2,,
Oseran Hahn P S,,10/4/2024,3/16/2024,,Indiana,2,,
OsteoRemedies LLC,,10/2/2024,2/14/2024,,Indiana,10,,
Otolaryngology Associates LLC,,4/2/2024,2/16/2024,,Indiana,313371,,
OTR Engineered Solutions Inc,,6/14/2024,3/1/2024,,Indiana,3,,
Otsego Public Schools,,11/14/2024,10/19/2023,,Indiana,10,,
Otsuka America Pharmaceutical Inc,,5/31/2024,2/21/2024,,Indiana,679,,
Otsuka Patient Assistance Foundation,,7/8/2024,2/21/2024,,Indiana,470,,
Our Community Credit Union,,6/10/2024,4/3/2024,,Indiana,2,,
"Our Sunday Visitor, Inc",,4/1/2024,1/17/2024,,Indiana,8,,
Overseas Shipholding Group Inc,,12/2/2024,7/31/2024,,Indiana,14,,
Oxford Global Resources LLC,,5/13/2024,2/12/2024,,Indiana,47,,
P/Kaufmann Inc,,7/31/2024,,,Indiana,1,,
"Pacific Guardian Life Insurance, Limited",,4/5/2024,8/25/2023,,Indiana,297,,
Pacific Life Insurance Company,,9/24/2024,1/10/2024,,Indiana,25,,
Pacific Life Insurance Company,,10/16/2024,9/20/2024,,Indiana,2,,
Pain Management Centers of America,,8/1/2024,7/24/2024,,Indiana,49,,
Pallet Logistics of America dba PLA,,11/12/2024,7/25/2024,,Indiana,75,,
"Palmer Trucks, Inc",,1/12/2024,5/27/2023,,Indiana,518,,
Panera LLC,,6/13/2024,2/9/2024,,Indiana,6567,,
Panoramic Financial Management,,7/15/2024,2/1/2024,,Indiana,2,,
Pantana Accounting and Tax,,5/8/2024,2/23/2024,,Indiana,7,,
Parksite Inc,,6/7/2024,12/25/2023,,Indiana,37,,
Parkview Health System Inc,,5/16/2024,4/6/2024,,Indiana,3,,
Patelco Credit Union,,8/20/2024,5/23/2024,,Indiana,1403,,
Patented Acquisition dba Think Patented,,7/3/2024,5/2/2024,,Indiana,28,,
Pattersons Federal Credit Union,,8/6/2024,2/27/2024,,Indiana,1,,
Paul Stuart Inc,,4/23/2024,10/26/2023,,Indiana,3,,
"Payroll Select Services, LLC",,3/28/2024,,,Indiana,53,,
"PCTEL, Inc",,2/29/2024,11/4/2023,,Indiana,5,,
Peabody Investments Corp,,8/5/2024,3/25/2024,,Indiana,14,,
Peaden LLC,,3/1/2024,12/4/2023,,Indiana,3,,
Peco Foods Inc,,7/24/2024,12/4/2023,,Indiana,87,,
Pella Windows & Doors of Oklahoma dba The Womble Company,,3/1/2024,11/7/2023,,Indiana,1,,
Pembina County Memorial Hospital,,3/25/2024,3/7/2023,,Indiana,18,,
PenChecks Trust,,10/10/2024,9/20/2024,,Indiana,1,,
Pennsylvania Higher Education Assistance Agency,,7/10/2024,12/4/2022,,Indiana,4,,
Penn Veterinary Supply Inc,,9/24/2024,8/14/2024,,Indiana,3,,
PepsiCo Inc,,9/6/2024,7/15/2024,,Indiana,2,,
"Peregrine Group, LLC",,7/12/2024,5/1/2024,,Indiana,4,,
"Perkins & Associates, PC",,7/19/2024,3/13/2024,,Indiana,2,,
Permian Resources Corporation,,3/25/2024,12/8/2023,,Indiana,9,,
Perry Johnson Inc,,8/23/2024,3/27/2023,,Indiana,23,,
"Perry Johnson Mortgage Company, Inc",,7/26/2024,3/27/2023,,Indiana,2,,
Peterson Holding Company,,8/1/2024,6/27/2023,,Indiana,2,,
PFI,,4/5/2024,3/2/2024,,Indiana,1,,
Pfizer Inc,,6/7/2024,2/21/2024,,Indiana,2872,,
PG Dental dba Aire Dental Arts,,8/12/2024,6/15/2024,,Indiana,4,,
PG Publishing Company,,3/8/2024,7/6/2023,,Indiana,28,,
Pharming Healtcare Inc,,5/16/2024,2/21/2024,,Indiana,54,,
"PharmScript of IN, LLC",,1/22/2024,1/3/2024,,Indiana,35,,
Phase II Systems dba PARS,,8/28/2024,,,Indiana,9,,
"PHASTAR, Inc",,1/23/2024,12/7/2023,,Indiana,2,,
PHH Mortgage Corporation,,5/21/2024,4/16/2024,,Indiana,1,,
Pi Kappa Phi Fraternity,,12/2/2024,1/26/2024,,Indiana,6,,
Pioneer Oil Company Inc,,6/24/2024,3/20/2024,,Indiana,838,,
Planet Home Lending LLC,,1/25/2024,11/15/2023,,Indiana,6292,,
Plavan Commercial Fueling Inc,,6/24/2024,2/23/2024,,Indiana,46,,
Plymouth Tube Company,,3/13/2024,1/27/2024,,Indiana,489,,
PM Concepts LLC DBA Amata Life,,8/28/2024,7/11/2024,,Indiana,3,,
"PME of Ohio, Inc",,4/12/2024,11/15/2023,,Indiana,21,,
Pond & Company,,2/15/2024,3/29/2023,,Indiana,8,,
"Pope & Howard, PC",,7/5/2024,8/14/2023,,Indiana,1,,
Portage Township Schools,,1/30/2024,9/8/2023,,Indiana,3011,,
Pottroff & Karlin LLC,,11/25/2024,9/20/2024,,Indiana,9,,
Pratt Institute,,7/19/2024,12/13/2023,,Indiana,13,,
Precision Tune Auto Care Inc,,3/13/2024,1/7/2024,,Indiana,212,,
Premier Medical Group of Mississippi LLC,,5/3/2024,1/31/2024,,Indiana,1,,
Premier Planning Group LLC,,11/12/2024,3/7/2024,,Indiana,2,,
Premier Staffing Inc dba Cadre,,2/29/2024,9/19/2023,,Indiana,1,,
Premium Mortgage Corporation,,1/10/2024,8/24/2023,,Indiana,99,,
Prentke Romich Company dba PRC-Saltillo,,9/12/2024,8/13/2024,,Indiana,6,,
"Pressco Technologies, Inc",,3/8/2024,2/17/2024,,Indiana,1,,
"Prestige Care, Inc",,1/31/2024,9/7/2023,,Indiana,8,,
Prince George's County Public Schools,,2/14/2024,8/3/2023,,Indiana,35,,
"Proessional Compounding Centers of America, Inc",,2/1/2024,12/2/2023,,Indiana,1,,
Professional Development Resources,,8/29/2024,8/9/2024,,Indiana,54,,
"Progressive Direct Ins Co, Progressive Paloverde Ins Co, Progressive Southwester",,6/7/2024,10/26/2023,,Indiana,128,,
"Promus Holdings, LLC",,7/12/2024,9/22/2023,,Indiana,1,,
Propark Mobility,,9/3/2024,1/15/2024,,Indiana,26,,
Purdue Pharma LP,,5/20/2024,2/21/2024,,Indiana,20,,
Pyramid ETC Companies LLC,,12/6/2024,9/3/2024,,Indiana,1,,
QPS Holdings LLC,,,4/29/2024,,Indiana,1,,
"Quaker Window Products, Co",,1/17/2024,11/25/2023,,Indiana,3,,
Quality Enclosures Inc,,5/22/2024,3/7/2024,,Indiana,2,,
"Quality Service Installation, Inc",,12/27/2023,9/21/2023,,Indiana,101,,
Quechee Lakes Landowners' Association Inc,,6/4/2024,12/29/2023,,Indiana,7,,
Quest Diagnostics Incorporated,,10/25/2024,8/8/2024,,Indiana,12,,
Quest Health Solutions,,10/30/2024,7/11/2024,,Indiana,9,,
QuoteWizard,,7/30/2024,5/26/2024,,Indiana,2947,,
R1 RCM Inc,,3/11/2024,1/30/2023,,Indiana,4,,
R3 Education Inc,,3/25/2024,11/7/2023,,Indiana,97,,
"Rachas, Inc DBA Chuze Fitness",,1/18/2024,11/25/2023,,Indiana,4,,
Radiological Society of North America,,8/28/2024,6/20/2024,,Indiana,1,,
RAM Construction Services of Michigan,,7/1/2024,5/23/2024,,Indiana,33,,
Randolph Central School Corporation,,12/5/2024,9/3/2024,,Indiana,1368,,
Rapattoni Corporation,,5/1/2024,3/9/2023,,Indiana,2,,
Rapid Granulator Inc,,4/9/2024,,,Indiana,3,,
Rathbone Group LLC,,2/14/2024,11/17/2023,,Indiana,2,,
Rayner Surgical Inc,,5/31/2024,2/21/2024,,Indiana,2465,,
"RBA, Inc",,7/3/2024,5/25/2024,,Indiana,4,,
RBN and Associates Ind dba RBN Insurance Services,,11/14/2024,2/24/2024,,Indiana,352,,
Recology Inc,,5/7/2024,11/1/2023,,Indiana,8,,
"Red Dot Storage, LLC",,3/8/2024,8/11/2023,,Indiana,4,,
Red House Holdings Inc,,10/14/2024,1/25/2024,,Indiana,2,,
"Reebie Storage & Moving, Inc",,3/21/2024,10/25/2023,,Indiana,3,,
Regenoeron Pharmaceuticals Inc,,5/22/2024,2/21/2024,,Indiana,23303,,
Regional Office of Education #20,,11/18/2024,7/29/2024,,Indiana,1,,
Reifler Sharps & Schuetz LTD,,10/22/2024,7/29/2024,,Indiana,2,,
Rensselaer Poltechnic Institute,,2/1/2024,8/1/2020,,Indiana,2,,
Renton School District,,2/29/2024,7/13/2023,,Indiana,7,,
Resolian Inc,,7/29/2024,10/20/2023,,Indiana,4,,
Resource International Inc,,,,,Indiana,18,,
Responsible Energy Operations LLC,,10/30/2024,2/27/2024,,Indiana,988,,
Retail Data,,9/6/2024,6/22/2024,,Indiana,302,,
Retirement & Wealth Strategies LLC,,5/6/2024,12/19/2023,,Indiana,3,,
"Reyes Automotive Group II, LLC",,3/25/2024,4/17/2023,,Indiana,1,,
"RHD Tire, Inc",,2/20/2024,8/2/2023,,Indiana,23,,
Rhoades Levy Law Group P. C,,1/5/2024,8/9/2023,,Indiana,5,,
"Ricardo Defense, Inc",,1/22/2024,10/16/2023,,Indiana,5,,
Rice Dairy LLC et al,,11/12/2024,9/23/2024,,Indiana,5,,
Richland Community College,,6/14/2024,6/13/2023,,Indiana,4,,
Ridge Vineyards,,3/29/2024,11/15/2023,,Indiana,1,,
Riggs Community Health Center Inc,,10/3/2024,8/12/2024,,Indiana,3,,
Rite Aid Corporation,,7/15/2024,6/6/2024,,Indiana,6923,,
Riverside Resort & Casino,,9/3/2024,7/25/2024,,Indiana,92,,
Riverview Health,,4/3/2024,2/24/2024,,Indiana,1,,
Riverview Health,,10/4/2024,8/23/2024,,Indiana,1,,
Riverview Health,,10/18/2024,5/31/2024,,Indiana,1930,,
Riverview Hospital dba Copper Trace Health & Living Community,,7/22/2024,,,Indiana,1,,
"Riverview Hospital Foundation, Inc dba Riverview Health Foundation",,2/26/2024,11/25/2023,,Indiana,278,,
RN Enterprises LLC dba Red Nucleus,,9/4/2024,3/12/2024,,Indiana,1,,
Robert Weed Corporation,,2/5/2024,11/16/2023,,Indiana,2,,
"Robinson Waters & O'Dorisio, PC",,7/18/2024,12/6/2023,,Indiana,31,,
Rockport Mortgage Corporation,,11/15/2024,10/4/2024,,Indiana,3,,
Rocky Mountain University of Health Professions,,1/12/2024,4/28/2023,,Indiana,15,,
Roku Inc,,,12/28/2023,,Indiana,273,,
Roland DGA Corporation,,7/19/2024,7/26/2023,,Indiana,24,,
Roof Management LTD,,1/5/2024,9/28/2023,,Indiana,2,,
"Rosen's Inc and Rosen's Diversified, Inc",,1/26/2024,11/21/2023,,Indiana,78,,
ROYDAN Enterprises LTD,,11/6/2024,5/15/2024,,Indiana,4,,
Rush Enterprises Inc,,10/25/2024,8/21/2024,,Indiana,7,,
Saeilo Enterprises Inc,,10/3/2024,,,Indiana,12,,
Sage Home Loans Corp fka Lenox Financial Mortgage Corp dba Weslend Financial,,2/2/2024,12/5/2023,,Indiana,226,,
Saint Louis University,,3/15/2024,12/23/2022,,Indiana,1,,
Saint Thomas Aquinas High School Inc,,11/20/2024,7/9/2024,,Indiana,13,,
Saint Xavier University,,10/30/2024,6/29/2024,,Indiana,4871,,
Sanchez Daniels Hoffman LLP,,4/26/2024,3/9/2023,,Indiana,60,,
Sandoz Inc,,5/31/2024,2/21/2024,,Indiana,86,,
"Sanford Pierson Thone & Strean, PLC",,3/28/2024,,,Indiana,1,,
Sanofi US Services Inc,,5/30/2024,2/21/2024,,Indiana,43145,,
Santander Holdings USA Inc,,6/18/2024,4/17/2024,,Indiana,6,,
Santoro Whitmire LTD,,6/11/2024,12/12/2023,,Indiana,92,,
Satty Levine & Ciacco CPA's PC,,7/9/2024,2/27/2024,,Indiana,2,,
Save Mart Supermarkets LLC,,1/26/2024,8/21/2023,,Indiana,1,,
Schmidt Associates Inc,,10/16/2024,3/27/2024,,Indiana,566,,
Schmitty & Sons,,10/29/2024,5/11/2024,,Indiana,1,,
School District of Beloit,,7/31/2024,1/30/2024,,Indiana,2,,
Schoolhouse Development LLC,,6/24/2024,1/18/2024,,Indiana,1,,
"School Specialty, LLC",,6/28/2024,7/29/2023,,Indiana,11,,
Schuster Company,,3/19/2024,1/23/2024,,Indiana,73,,
"Schwab Stock Plan Services, Inc",,12/29/2023,12/1/2023,,Indiana,1,,
"Science Systems and Applications, Inc",,2/9/2024,1/1/2024,,Indiana,2,,
Scout Energy Management LLC,,6/14/2024,1/10/2024,,Indiana,296,,
Securian Financial,,11/4/2024,8/15/2024,,Indiana,2,,
Security Life of Denver Insurance,,4/15/2024,3/9/2023,,Indiana,2,,
Seitz Insurance Agency,,7/10/2024,12/4/2023,,Indiana,1,,
SelectBlinds,,10/31/2024,1/7/2024,,Indiana,2140,,
Select Education Group,,3/20/2024,1/8/2023,,Indiana,29,,
Selman & Company LLC,,11/4/2024,8/15/2024,,Indiana,2,,
Seneca Financial Advisors LLC,,10/29/2024,1/29/2024,,Indiana,2,,
"Senior Citizens, Inc",,5/20/2024,3/11/2024,,Indiana,1,,
Seritage Growth Properties,,9/18/2024,5/22/2024,,Indiana,2,,
ServiceLink,,3/1/2024,2/22/2024,,Indiana,1,,
"Servicelink, LLC",,2/28/2024,2/23/2024,,Indiana,1,,
"Servicelink, LLC",,2/27/2024,2/23/2024,,Indiana,1,,
Set Forth Inc,,11/8/2024,2/25/2024,,Indiana,22677,,
Seymour Midwest,,1/16/2024,11/17/2023,,Indiana,1137,,
SGII inc dba SeneGence,,11/22/2024,7/22/2024,,Indiana,34,,
Shah Dixit & Associates P C,,3/7/2024,12/22/2023,,Indiana,9,,
Shamrock Trading Corporation,,8/23/2024,5/6/2024,,Indiana,9,,
Sharp Law LLP,,8/16/2024,11/6/2023,,Indiana,37,,
Shawnee Communications Inc,,11/21/2024,9/17/2024,,Indiana,1,,
Shoe Show Inc,,10/9/2024,6/28/2024,,Indiana,222,,
ShoreMasters LLC,,11/26/2024,8/4/2024,,Indiana,1,,
"Signature Performance, Inc",,2/9/2024,1/17/2024,,Indiana,7,,
"Sigrist, Cheek, Potter & Huyser, PLLC",,1/24/2024,7/6/2023,,Indiana,6,,
Simmons Perrine Moyer Bergman,,5/10/2024,5/11/2023,,Indiana,11,,
Simpson College,,8/14/2024,,,Indiana,8,,
Simpson Strong-Tie Co Inc,,3/19/2024,10/9/2023,,Indiana,107,,
"Singing River Health System and its wholly owned subsidiary, Singing River Gulfp",,1/11/2024,8/19/2023,,Indiana,360,,
"SinglePoint Outsourcing, Inc",,2/8/2024,11/8/2023,,Indiana,40,,
siParadigm LLC,,9/18/2024,6/11/2024,,Indiana,94,,
"Sirius Federal, LLC",,1/19/2024,7/31/2023,,Indiana,9,,
Sirva Inc filing on its own and obo the impacted data owners,,6/14/2024,8/16/2023,,Indiana,404,,
Skender Construction LLC,,4/5/2024,2/15/2024,,Indiana,70,,
Skokie School District #69,,3/8/2024,8/21/2023,,Indiana,3,,
Skyland Grain LLC,,9/6/2024,2/22/2024,,Indiana,3,,
Sleep Management Institute,,6/20/2024,1/31/2024,,Indiana,4,,
Slim CD Inc,,9/6/2024,8/17/2023,,Indiana,3913,,
Smith & Nephew Inc,,5/28/2024,2/21/2024,,Indiana,167,,
Sofidel America Corporation,,9/13/2024,,,Indiana,1,,
"Software Systems, Inc",,2/7/2024,9/29/2023,,Indiana,12064,,
Solairus Aviation LLC,,10/25/2024,8/31/2024,,Indiana,28,,
Soliant Health LLC,,10/29/2024,6/23/2024,,Indiana,71,,
"Solve Group Holdings, l P",,2/9/2024,9/27/2023,,Indiana,1,,
Somerville Inc,,11/13/2024,4/27/2024,,Indiana,1,,
Sono Bello,,9/13/2024,5/14/2024,,Indiana,9,,
"Southeast Abatement Services, Inc",,6/28/2024,2/1/2024,,Indiana,1,,
Southeastern Indiana Health Operations Inc et al,,11/16/2024,9/25/2024,,Indiana,9,,
South Orange County Community College District,,8/29/2024,4/5/2024,,Indiana,3,,
South St. Paul Public Schools,,4/5/2024,2/29/2024,,Indiana,1,,
South Texas Oncology and Hematology PLLC,,6/13/2024,10/20/2023,,Indiana,54,,
Southwest Airlines Co,,10/24/2024,8/16/2024,,Indiana,1,,
Southwest Binding & Laminating Co,,3/27/2024,1/28/2024,,Indiana,3,,
"Southwest Boston Senior Services, Inc dba Ethos",,3/22/2024,11/17/2023,,Indiana,1,,
South Western Communications Inc,,7/26/2024,12/21/2023,,Indiana,1188,,
South West Family Medicine Associates PA,,11/7/2024,7/3/2024,,Indiana,19,,
SouthWood Corporation,,4/25/2024,2/26/2024,,Indiana,1,,
"Spartan Light Metal Products, Inc",,1/16/2024,5/30/2023,,Indiana,1,,
SPAU Holdings LLC dba Artifact Uprising LLC,,8/23/2024,6/14/2024,,Indiana,124,,
"Spaulding Clinical Research, LLC",,3/1/2024,11/8/2023,,Indiana,3,,
Spectrum Industries Inc,,8/6/2024,6/6/2024,,Indiana,3,,
Sree Hotels LLC,,5/24/2024,2/29/2024,,Indiana,176,,
St. Johns River Water Management District,,2/5/2024,11/1/2023,,Indiana,1,,
St. Lucie County Tax Collector's Office,,12/28/2023,10/16/2023,,Indiana,24,,
Stainless Foundry & Engineering LLC,,8/8/2024,4/15/2024,,Indiana,1,,
"Standard Laboratories, Inc",,1/2/2024,5/31/2023,,Indiana,43,,
Stanford University,,3/11/2024,5/12/2023,,Indiana,20,,
Stanley Martin Homes LLC,,10/24/2024,9/25/2024,,Indiana,1,,
Starved Rock Wood Products LLC,,5/1/2024,12/4/2023,,Indiana,25,,
State Farm Mutual Automobile Insurance Company,,5/2/2024,4/24/2024,,Indiana,1,,
"State Street, et al",,2/1/2024,5/27/2023,,Indiana,15,,
STC Holdings LLC,,11/27/2024,10/15/2024,,Indiana,53,,
Stemline Therapeutics Inc,,5/30/2024,2/21/2024,,Indiana,2,,
Steward Partners Global Advisory LLC,,7/18/2024,11/16/2023,,Indiana,1,,
Stewart Title Company,,5/21/2024,3/11/2024,,Indiana,4,,
STG Logistics,,1/15/2024,5/18/2023,,Indiana,1,,
Stillwater Mining Company,,9/7/2024,6/11/2024,,Indiana,6,,
Stirlingshire BC LLC,,11/15/2024,9/4/2024,,Indiana,6,,
St Mary's Healthcare System for Children Inc,,3/20/2024,11/9/2023,,Indiana,2,,
St Mary's Seminary and University,,2/15/2024,12/29/2023,,Indiana,2,,
St Marys Cement U S LLC,,3/4/2024,,,Indiana,767,,
Storr Office Environments,,11/29/2024,5/30/2024,,Indiana,3,,
"Stratagen Systems, Inc",,2/28/2024,5/16/2023,,Indiana,1,,
Stretto Inc,,5/21/2024,4/17/2024,,Indiana,1,,
Stryker Corporation,,10/31/2024,5/14/2024,,Indiana,1,,
STS Aviation Group LLC,,6/6/2024,11/21/2023,,Indiana,22,,
Student Transportation of America,,8/8/2024,1/17/2024,,Indiana,1,,
Sumitomo Pharma America Inc,,5/23/2024,2/21/2024,,Indiana,2159,,
"Sunnyland Farms, Inc and Wilson Farming Co",,7/18/2024,2/16/2024,,Indiana,5,,
Sun Taiyang Co. Ltd,,2/9/2024,4/1/2023,,Indiana,35,,
Sunway Hospitality LLC,,4/1/2024,8/3/2023,,Indiana,3,,
Superior Air Ground Ambulance Service Inc Metro Paramedic Services Inc,,11/22/2024,5/17/2024,,Indiana,1143,,
"Superior Performers, LLC",,2/27/2024,11/14/2023,,Indiana,45,,
"Superior Steel Supply, LLC",,2/2/2024,1/19/2024,,Indiana,15,,
Super Wash Inc,,5/3/2024,1/18/2024,,Indiana,810,,
Surgery Center of Mid Florida,,7/22/2024,2/21/2024,,Indiana,52,,
"Sycamore Rehabilitation Services, Inc",,3/1/2024,7/29/2023,,Indiana,3225,,
Synergy Hotel Inc,,4/24/2024,7/1/2023,,Indiana,1,,
SysInformation Healthcare Services Inc,,5/23/2024,6/3/2023,,Indiana,20,,
Sysmex America Inc,,4/16/2024,3/1/2024,,Indiana,25,,
Systems Application & Technologies Inc,,10/23/2024,3/20/2024,,Indiana,6,,
T&B Inc,,8/16/2024,1/31/2024,,Indiana,1,,
Taft Stettinius & Hollister LLP,,4/18/2024,10/17/2023,,Indiana,89,,
Taft Stettinius & Hollister LLP,,5/24/2024,9/28/2023,,Indiana,41,,
Tandym Group LLC,,4/5/2024,5/18/2023,,Indiana,13,,
Targus,,11/21/2024,4/6/2024,,Indiana,3,,
Tasteful Selections LLC,,4/10/2024,11/21/2023,,Indiana,1,,
Tax Favored Benefits,,2/14/2024,11/29/2022,,Indiana,6,,
Taylor Odachowski Schmidt & Crossland LLC,,11/14/2024,3/11/2024,,Indiana,1,,
"TBM Consulting Group, Inc",,12/27/2023,12/1/2023,,Indiana,9,,
TCPS Inc,,8/15/2024,6/10/2024,,Indiana,4,,
TDX Construction Corporation,,10/3/2024,5/5/2024,,Indiana,3,,
Teachers Insurance and Annuity Associate of America,,3/7/2024,10/29/2023,,Indiana,7119,,
Teachers Insurance and Annuity Association of America,,11/28/2023,11/16/2023,,Indiana,1,,
TEAM Software,,10/24/2024,7/25/2024,,Indiana,473,,
Techmetals Inc,,5/20/2023,4/3/2023,,Indiana,1,,
Technical Sales and Services Inc dba KLEERTECH,,9/4/2024,5/30/2024,,Indiana,1,,
Teleflora,,3/13/2024,11/9/2023,,Indiana,221,,
Televerde,,9/12/2024,12/8/2023,,Indiana,66,,
Test Products Inc,,10/10/2024,3/14/2024,,Indiana,1,,
Texas Dow Employees Credit Union,,8/23/2024,5/29/2023,,Indiana,279,,
Texas Spine Consultants,,10/1/2024,1/24/2024,,Indiana,7,,
Thayer Academy,,5/14/2024,1/19/2023,,Indiana,81,,
"The 1911 Trust Company, LLC",,1/29/2024,5/31/2023,,Indiana,1,,
The Ability Experience,,12/2/2024,1/26/2024,,Indiana,46,,
The Becket Fund,,5/8/2024,11/28/2023,,Indiana,12,,
The Bernstein Companies,,2/12/2024,12/29/2023,,Indiana,78,,
The Biltmore Company LLC,,3/15/2024,12/5/2023,,Indiana,286,,
The Board of Regents of the University System of Georgia,,4/19/2024,5/28/2023,,Indiana,725,,
The Box Office Company,,6/18/2024,4/4/2024,,Indiana,1,,
The Cannon Corporation dba CannonDesign,,8/19/2024,1/19/2024,,Indiana,113,,
The City of Canton State of Ohio,,10/11/2024,7/23/2024,,Indiana,57,,
The City of Columbus,,10/7/2024,7/18/2024,,Indiana,369,,
"The City of Salina, Kansas",,3/18/2024,10/19/2023,,Indiana,3,,
The College of American Pathologists,,10/11/2024,8/18/2024,,Indiana,17,,
The Edlong Corporation,,5/13/2024,4/21/2024,,Indiana,5,,
The Elephant Sanctuary in Tennessee,,4/1/2024,11/25/2023,,Indiana,2,,
"The Fountan Group, LLC",,12/13/2023,10/11/2023,,Indiana,3,,
The Gill Corporation,,9/16/2024,6/23/2024,,Indiana,2,,
The Global Atlantic Financial Group LLC,,4/2/2024,11/2/2023,,Indiana,28,,
The Hartz Mountain Corporation,,10/18/2024,3/7/2024,,Indiana,349,,
The Institute for Functional Medicine,,6/28/2024,5/22/2024,,Indiana,1,,
The Joffrey Ballet,,8/23/2024,9/30/2023,,Indiana,81,,
The John Richard Collection LLC,,9/11/2024,1/18/2024,,Indiana,5,,
"The Kendall Group, Inc",,6/28/2024,5/10/2023,,Indiana,6,,
The Lagunitas Brewing Company,,4/26/2024,3/6/2024,,Indiana,17,,
"The Lash Group, LLC",,,2/21/2024,,Indiana,278596,,
The Lash Group on behalf of Clovis Oncology Inc,,6/11/2024,2/21/2024,,Indiana,21,,
The Law Firm of Friedman & Bartoumian,,3/25/2024,10/26/2022,,Indiana,1,,
The Lawrence Firm,,3/27/2024,7/20/2023,,Indiana,2,,
The Lincoln National Life Insurance Company,,1/5/2024,12/6/2023,,Indiana,1,,
The Lincoln National Life Insurance Company,,4/24/2024,2/15/2024,,Indiana,1,,
The Lincoln National Life Insurance Company,,7/5/2024,6/25/2024,,Indiana,1,,
The Lincoln National Life Insurance Company,,10/3/2024,4/11/2024,,Indiana,1,,
The Loeb Electric Company,,9/16/2024,5/1/2024,,Indiana,1,,
The Maids International LLC,,8/22/2024,1/8/2024,,Indiana,70,,
The Manual Woodworkers and Weavers Inc,,11/4/2024,7/4/2024,,Indiana,5,,
"The May Institute, Inc",,4/1/2024,12/4/2023,,Indiana,13,,
The Metraflex Company,,2/13/2024,8/27/2023,,Indiana,13,,
The Mick's in Cooperstown Inc dba Mickey's Place,,10/25/2024,2/7/2024,,Indiana,20,,
The Mount Kisco Surgery Center LLC dba the Ambulatory Surgery Center of Westches,,6/26/2024,10/23/2023,,Indiana,3,,
The National Right to Work Committee,,1/17/2024,11/10/2023,,Indiana,1,,
The Nelson Stark Company,,8/2/2024,11/5/2023,,Indiana,3,,
The New School,,7/9/2024,6/25/2024,,Indiana,1,,
