Year,Date Reported,Organization,PDF Link,Date of Incident,Date of Discovery,Residents Affected,Breach Type,Notes
2020,11-3-2020,"Johnston Community School District (Timberline Billing Service, LLC)",https://www.iowaattorneygeneral.gov/media/cms/1132020_Johnston_CSD_IOWA_Timberlin_E7F288E18B260.pdf,"September 2, 2020",,,Theft,"      5849158v.1    November 3, 2020                  Anjali C. Das                        312.821.6164 (direct)                         Anjali.Das@wilsonelser.com            Via E-MAIL    Attorney General Tom Miller  Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, Iowa 50319-0106  consumer@ag.iowa.gov    Re:  Data Security Incident    Dear Attorney General Miller:    We represent Johnston Community School District (“Johnston CSD”) regarding a data security  incident involving Timberline Billing Services, LLC (“Timberline”), a company located in Iowa.  Johnston is located at 5608 Merle Hay Rd, Johnston, Iowa. Timberline provides Medicaid  reimbursement billing services for Medicaid eligible students on behalf of 190 school districts in  Iowa, including Johnston CSD. Johnston CSD takes the security and privacy of the information in  its control seriously, and is working with Timberline to prevent a s"
2020,11-4-2020,"Burlington Community School District (Timberline Billing Service, LLC)",https://www.iowaattorneygeneral.gov/media/cms/1142020_Burlington_CSD_IOWA_Timberl_7024239542816.pdf,"September 2, 2020",,,Theft,"      5849794v.1    November 4, 2020                  Anjali C. Das                        312.821.6164 (direct)                         Anjali.Das@wilsonelser.com            Via E-MAIL    Attorney General Tom Miller  Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, Iowa 50319-0106  consumer@ag.iowa.gov    Re:  Data Security Incident    Dear Attorney General Miller:    We represent Burlington Community School District (“Burlington CSD”) regarding a data security  incident involving Timberline Billing Services, LLC (“Timberline”), a company located in Iowa.  Burlington CSD is located at 1429 West Ave, Burlington, Iowa. Timberline provides Medicaid  reimbursement billing services for Medicaid eligible students on behalf of 190 school districts in  Iowa, including Burlington CSD. Burlington CSD takes the security and privacy of the information  in its control seriously, and is working with Timberline to"
2020,11-4-2020,"Saydel Community School District (Timberline Billing Service, LLC)",https://www.iowaattorneygeneral.gov/media/cms/1142020_Saydel_CSD_IOWA_Timberline__29453AEEECE8F.pdf,"September 2, 2020",,,Theft,"      5849652v.1    November 4, 2020                  Anjali C. Das                        312.821.6164 (direct)                         Anjali.Das@wilsonelser.com            Via E-MAIL    Attorney General Tom Miller  Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, Iowa 50319-0106  consumer@ag.iowa.gov    Re:  Data Security Incident    Dear Attorney General Miller:    We represent Saydel Community School District (“Saydel CSD”) regarding a data security  incident involving Timberline Billing Services, LLC (“Timberline”), a company located in Iowa.  Saydel CSD is located at 5740 NE 14th Street, Des Moines, Iowa. Timberline provides Medicaid  reimbursement billing services for Medicaid eligible students on behalf of 190 school districts in  Iowa, including Saydel CSD. Saydel CSD takes the security and privacy of the information in its  control seriously, and is working with Timberline to prevent a sim"
2020,11-4-2020,"Urbandale Community School District (Timberline Billing Service, LLC)",https://www.iowaattorneygeneral.gov/media/cms/1142020_Urbandale_CSD_IOWA_Timberli_B7887E82DE2B0.pdf,"September 2, 2020",,,Theft,"      5849804v.1    November 4, 2020                  Anjali C. Das                        312.821.6164 (direct)                         Anjali.Das@wilsonelser.com            Via E-MAIL    Attorney General Tom Miller  Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, Iowa 50319-0106  consumer@ag.iowa.gov    Re:  Data Security Incident    Dear Attorney General Miller:    We represent Urbandale Community School District (“Urbandale CSD”) regarding a data security  incident involving Timberline Billing Services, LLC (“Timberline”), a company located in Iowa.  Urbandale CSD is located in Urbandale, Iowa. Timberline provides Medicaid reimbursement  billing services for Medicaid eligible students on behalf of 190 school districts in Iowa, including  Urbandale CSD. Urbandale CSD takes the security and privacy of the information in its control  seriously, and is working with Timberline to prevent a similar in"
2020,11-5-2020,"Clinton Community School District (Timberline Billing Service, LLC)",https://www.iowaattorneygeneral.gov/media/cms/1152020_Clinton_CSD_IOWA_Timberline_DC558C93E4799.pdf,"September 2, 2020",,,Theft,"      5849652v.1    November 5, 2020                  Anjali C. Das                        312.821.6164 (direct)                         Anjali.Das@wilsonelser.com            Via E-MAIL    Attorney General Tom Miller  Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, Iowa 50319-0106  consumer@ag.iowa.gov    Re:  Data Security Incident    Dear Attorney General Miller:    We represent Clinton Community School District (“Clinton CSD”) regarding a data security  incident involving Timberline Billing Services, LLC (“Timberline”), a company located in Iowa.  Clinton CSD is located at 1401 12th Ave N, Clinton, IA 52732. Timberline provides Medicaid  reimbursement billing services for Medicaid eligible students on behalf of 190 school districts in  Iowa, including Clinton CSD. Clinton CSD takes the security and privacy of the information in its  control seriously, and is working with Timberline to prevent a s"
2020,11-5-2020,"Muscatine Community School District (Timberline Billing Service, LLC)",https://www.iowaattorneygeneral.gov/media/cms/1152020_Muscatine_CSD_IOWA_Timberli_D47C52990DDD6.pdf,"September 2, 2020",,,Theft,"      5849652v.1    November 5, 2020                  Anjali C. Das                        312.821.6164 (direct)                         Anjali.Das@wilsonelser.com            Via E-MAIL    Attorney General Tom Miller  Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, Iowa 50319-0106  consumer@ag.iowa.gov    Re:  Data Security Incident    Dear Attorney General Miller:    We represent Muscatine Community School District (“Muscatine CSD”) regarding a data security  incident involving Timberline Billing Services, LLC (“Timberline”), a company located in Iowa.  Muscatine CSD is located at 2900 Mulberry Avenue Muscatine, IA 52761. Timberline provides  Medicaid reimbursement billing services for Medicaid eligible students on behalf of 190 school  districts in Iowa, including Muscatine CSD. Muscatine CSD takes the security and privacy of the  information in its control seriously, and is working with Timberlin"
2020,11-13-2020,Mercy Iowa City,https://www.iowaattorneygeneral.gov/media/cms/11132020_Mercy_Iowa_City_1D095956B076E.pdf,,,,Phishing,"150 N. Riverside Plaza, Suite 3000, Chicago, IL 60606  (312) 819-1900  polsinelli.com Atlanta       Boston       Chicago       Dallas       Denver       Houston       Kansas City       Los Angeles        Nashville        New York        Phoenix St. Louis        San Francisco         Seattle       Washington, D.C.       Wilmington  Polsinelli PC, Polsinelli LLP in California  75471486.2  November 13, 2020  VIA E-MAIL (CONSUMER@AG.IOWA.GOV)   Bruce A. Radke  312-463-6211  312-819-1910  bradke@polsinelli.com  Consumer Protection Division   Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines Iowa 50319  Re:  Notification of a Data Security Incident Dear Madam/Sir:  We represent Mercy Iowa City (“Mercy”) in connection with an incident that involved the  personal information of certain Iowa residents and provide this notice on behalf of Mercy  pursuant to Iowa Code § 715C.1-2. This notice will be supplemented, if necessary, with any  new "
2020,11-13-2020,"Bondurant-Farrar Community School District (Timberline Billing Service, LLC)",https://www.iowaattorneygeneral.gov/media/cms/11132020_BondurantFarrar_CSD_IOWA_T_2ECBE4104CCC0.pdf,"September 2, 2020",,,Theft,"      2995174v.1    2995174v.1    November 13, 2020                  Anjali C. Das                        312.821.6164 (direct)                         Anjali.Das@wilsonelser.com            Via E-MAIL    Attorney General Tom Miller  Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, Iowa 50319-0106  consumer@ag.iowa.gov    Re:  Data Security Incident    Dear Attorney General Miller:    We represent Bondurant Farrar Community School District (“Bondurant Farrar CSD”) regarding  a data security incident involving Timberline Billing Services, LLC (“Timberline”), a company  located in Iowa. Bondurant Farrar CSD is located at 300 Garfield Street SW, Bondurant, IA 50035.  Timberline provides Medicaid reimbursement billing services for Medicaid eligible students on  behalf of 190 school districts in Iowa, including Bondurant Farrar CSD. Bondurant Farrar CSD  takes the security and privacy of the information in"
2020,11-13-2020,"Charles City Community School District (Timberline Billing Service, LLC)",https://www.iowaattorneygeneral.gov/media/cms/11132020_Charles_City_CSD_IOWA_Timb_6573F4452FC36.pdf,"September 2, 2020",,,Theft,"      2994835v.1  2994835v.1    November 13, 2020                  Anjali C. Das                        312.821.6164 (direct)                         Anjali.Das@wilsonelser.com            Via E-MAIL    Attorney General Tom Miller  Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, Iowa 50319-0106  consumer@ag.iowa.gov    Re:  Data Security Incident    Dear Attorney General Miller:    We represent Charles City Community School District (“Charles City CSD”) regarding a data  security incident involving Timberline Billing Services, LLC (“Timberline”), a company located  in Iowa. Charles City CSD is located at 500 North Grand Ave, Charles City, IA 50616. Timberline  provides Medicaid reimbursement billing services for Medicaid eligible students on behalf of 190  school districts in Iowa, including Charles City CSD. Charles City CSD takes the security and  privacy of the information in its control seriously"
2020,11-13-2020,"Indianola Community School District (Timberline Billing Service, LLC)",https://www.iowaattorneygeneral.gov/media/cms/11132020_Indianola_CSD_IOWA_Timberl_CC7D512C93B85.pdf,"September 2, 2020",,,Theft,"      2995205v.1    2995205v.1    November 13, 2020                  Anjali C. Das                        312.821.6164 (direct)                         Anjali.Das@wilsonelser.com            Via E-MAIL    Attorney General Tom Miller  Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, Iowa 50319-0106  consumer@ag.iowa.gov    Re:  Data Security Incident    Dear Attorney General Miller:    We represent Indianola Community School District (“Indianola CSD”) regarding a data security  incident involving Timberline Billing Services, LLC (“Timberline”), a company located in Iowa.  Indianola CSD is located at 1301 East Second Avenue, Indianola, IA 50125. Timberline provides  Medicaid reimbursement billing services for Medicaid eligible students on behalf of 190 school  districts in Iowa, including Indianola CSD. Indianola CSD takes the security and privacy of the  information in its control seriously, and is wor"
2020,11-13-2020,"Maquoketa Community School District (Timberline Billing Service, LLC)",https://www.iowaattorneygeneral.gov/media/cms/11132020_Maquoketa_CSD_IOWA_Timberl_6D7AF2F7D0992.pdf,"September 2, 2020",,,Theft,"      2995226v.1    2995226v.1    November 13, 2020                  Anjali C. Das                        312.821.6164 (direct)                         Anjali.Das@wilsonelser.com            Via E-MAIL    Attorney General Tom Miller  Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, Iowa 50319-0106  consumer@ag.iowa.gov    Re:  Data Security Incident    Dear Attorney General Miller:    We represent Maquoketa Community School District (“Maquoketa CSD”) regarding a data  security incident involving Timberline Billing Services, LLC (“Timberline”), a company located  in Iowa. Maquoketa CSD is located at 612 South Vermont Street, Maquoketa, IA 52060.  Timberline provides Medicaid reimbursement billing services for Medicaid eligible students on  behalf of 190 school districts in Iowa, including Maquoketa CSD. Maquoketa CSD takes the  security and privacy of the information in its control seriously, and is wo"
2020,11-17-2020,"Glenwood Community School District (Timberline Billing Service, LLC)",https://www.iowaattorneygeneral.gov/media/cms/11172020_Glenwood_Community_School__11893A25D0522.PDF,,,,,
2020,11-17-2020,"Lewis Central Community School District (Timberline Billing Service, LLC)",https://www.iowaattorneygeneral.gov/media/cms/11172020_Lewis_Central_Community_Sc_AD9FB661EBE1B.pdf,"September 2, 2020",,,Theft,"      2996388v.1    November 17, 2020                  Anjali C. Das                        312.821.6164 (direct)                         Anjali.Das@wilsonelser.com            Via E-MAIL    Attorney General Tom Miller  Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, Iowa 50319-0106  consumer@ag.iowa.gov    Re:  Data Security Incident    Dear Attorney General Miller:    We represent Lewis Central Community School District (“Lewis Central CSD”) regarding a data  security incident involving Timberline Billing Services, LLC (“Timberline”), a company located  in Iowa. Lewis Central CSD is located at 4121 Harry Langdon Blvd., Council Bluffs, IA 51503.  Timberline provides Medicaid reimbursement billing services for Medicaid eligible students on  behalf of 190 school districts in Iowa, including Lewis Central CSD. Lewis Central CSD takes the  security and privacy of the information in its control seriously"
2020,11-30-2020,"Insurance Audit Services, Inc.",https://www.iowaattorneygeneral.gov/media/cms/11302020_Insurance_Audit_Services_I_3BAA6D21C3D09.pdf,"November 12, 2020",,,Ransomware,"         Haynes and Boone, LLP Attorneys and Counselors 2323 Victory Avenue Suite 700 Dallas, Texas 75219 T (214) 651-5000 F (214) 651-5940 www.haynesboone.com   VIA E-MAIL AND FEDERAL EXPRESS  Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, Iowa 50319-0106  consumer@ag.iowa.gov    November 30, 2020  Dear Sir or Madam:  We represent Insurance Audit Services, Inc., 214 West 35th Street, Davenport, IA 52806 (“IAS”).   Pursuant to Iowa Code Ann. § 715C.2, we write to notify you of an incident that affects the security  of information relating to 5,997 Iowa residents.  At this point, we are not aware of any losses or  harm arising from the incident.  By providing this notice, IAS does not waive any rights or defenses  regarding the applicability of Iowa law or personal jurisdiction.  IAS is a leading provider of premium audit services and solutions to the P&C insurance industry.   On behalf of its comme"
2020,11-30-2020,"Ziegler, Inc.",https://www.iowaattorneygeneral.gov/media/cms/11302020_Ziegler_AA470DA9F0E94.pdf,"September 26, 2020",,,Theft,"Jennifer E. Costa  direct dial: 713.646.1344  jcosta@bakerlaw.com              November 30, 2020    VIA E-MAIL (CONSUMER@AG.IOWA.GOV)  Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, IA  50319 Re:  Incident Notification      Dear Sir or Madam:  We are writing on behalf of our client, Ziegler, Inc. (“Ziegler”), to notify your office of a  security incident.  After discovering unusual network activity, Ziegler immediately took steps to secure its  systems and began working to implement enhanced security measures. Ziegler promptly launched  an investigation, notified law enforcement and engaged leading third-party specialists to assist  with its investigation of this incident. The investigation determined that an unauthorized party  gained access to the network commencing on September 15, 2020 and ending September 27, 2020.  During that time, the unauthorized party acquired copies of certain files cont"
2020,12-10-2020,"Midwest Geriatric Management, LLC",https://www.iowaattorneygeneral.gov/media/cms/12102020_Midwest_Geriatric_Manageme_20D3C224C9DCE.pdf,,,,Theft,"  Kutak Rock LLP  1650 Farnam St.   Omaha, NE 68102    <<Name 1>>  <<Name 2>>  <<Address 1>>  <<Address 2>>  <<Address 3>>  <<Address 4>>  <<Address 5>>  <<City>><<State>><<Zip>>              December 10, 2020  <<Country>>    Notice of Data Breach    Dear Family of <<Name 1>>:    We are writing to make you aware of a recent privacy issue at Midwest Geriatric Management, LLC  (“MGM”).  We take patient privacy very seriously and understand that your personal information  is important to you.    What Happened    A fraudster recently mimicked the email account of our CFO and sent an email to an MGM  employee, requesting that a spreadsheet be emailed to him. Although our email system has built  in security features that help block such attempts, this particular email was written in a way that  circumvented those security measures.  The employee unfortunately emailed some of the requested  information to the fraudster, mistakenly believing he was sending the spreadsheet to the legitimate  CF"
2020,12-16-2020,AFTRA Retirement Fund,https://www.iowaattorneygeneral.gov/media/cms/12162020_AFTRA_Notice_of_Data_Event_7309BE617CED7.pdf,"February 25, 2020",,,Unauthorized Access,"Jeffrey J. Boogay   426 W. Lancaster Avenue, Suite 200  Office:  267-930-4784         Devon, PA 19333  Fax:      267-930-4771  Email:   jboogay@mullen.law  Mullen.law  December 16, 2020  VIA E-MAIL  Office of the Attorney General of Iowa  Consumer Protection Division  Security Breach Notification  1305 E. Walnut Street  Des Moines, Iowa 50319-0106  E-mail: consumer@ag.iowa.gov  Re:  Notice of Data Event  Dear Sir or Madam:  We represent AFTRA Retirement Fund (“AFTRA”) located at 261 Madison Avenue, 7th floor,   New York, NY 10016-2309. We are writing to notify your office of an incident that may affect  the security of some personal information relating to five hundred thirty-four (534) Iowa residents.  This notice may be supplemented with any new significant facts learned subsequent to its  submission.  By providing this notice, AFTRA does not waive any rights or defenses regarding  the applicability of Iowa law, the applicability of the Iowa data event notification statute, or  perso"
2020,12-16-2020,Paysafe Group Holdings Limited,https://www.iowaattorneygeneral.gov/media/cms/12162020_Paysafe_Group_Holdings_Lim_5B8061322D1B7.pdf,,,,Unauthorized Access,"    Hogan Lovells US LLP is a limited liability partnership registered in the District of Columbia.  “Hogan Lovells” is an international legal practice that includes Hogan Lovells US LLP and Hogan Lovells  International LLP, with offices in:  Alicante  Amsterdam  Baltimore  Beijing  Birmingham  Boston  Brussels  Colorado Springs  Denver  Dubai  Dusseldorf  Frankfurt  Hamburg  Hanoi  Ho Chi Minh City  Hong  Kong  Houston  Johannesburg  London  Los Angeles  Luxembourg  Madrid  Mexico City  Miami  Milan  Minneapolis  Monterrey  Moscow  Munich  New York  Northern Virginia  Paris  Perth  Philadelphia   Rome  San Francisco  São Paulo  Shanghai  Silicon Valley  Singapore  Sydney  Tokyo  Warsaw  Washington, D.C.   Associated Offices:  Budapest  Jakarta  Riyadh  Shanghai FTZ  Ulaanbaatar  Zagreb.    Business Service Centers:  Johannesburg  Louisville.   Legal Services Center:  Berlin.  For more information see www.hoganlovells.com  Hogan Lovells US LLP  Columbia Square  555 Thirteenth Street, N"
2020,12-29-2020,Dickey's Barbecue,https://www.iowaattorneygeneral.gov/media/cms/12292020_Dickeys__Iowa_008CD48442E3A.pdf,"November 20, 2020",,,Theft,"Craig A. Hoffman  direct dial: 513.929.3491  cahoffman@bakerlaw.com            December 29, 2020    VIA E-MAIL (CONSUMER@AG.IOWA.GOV)  Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, IA  50319-0106 Re:  Incident Notification      Dear Sir or Madam:  We are writing on behalf of certain Dickey’s Barbecue Pit franchisee entities (collectively,  “Dickey’s”), to notify you of a security incident potentially involving Iowa residents. Dickey’s  corporate headquarters is located at 4514 Cole Avenue, Suite 1015, Dallas, TX 75205.    After receiving reports on October 13, 2020 that a payment card security incident may have  occurred at certain Dickey’s franchise restaurants, Dickey’s immediately took action to identify  and stop the unauthorized activity and began working with its franchisees to conduct a coordinated  and thorough investigation. Forensic investigation firms were engaged. Dickey’s also notifie"
2019,01-23-19,"First Iowa Insurance Agency, Inc.",https://www.iowaattorneygeneral.gov/media/cms/12319_First_Iowa_Insurance_Agency_I_EE91FF14A980C.pdf,,"January 8, 2019",,Theft,"McDonaldHopkins A business advisory and advocacy law firm® Dominic A. Paluzzi Direct Dial: 248.220.1356 dpaluzzi@mcdonaldhopkiiis.CGm RCyBFEB52019 McDonald Hopkins PLC 39533 Woodward Avenue Suite 318 Bioomfieid Hiiis, Mi 48304 P 1.248.646.5070 F 1.248.646.5075 January 23, 2019 Consumer Protection Division Security Breach Notifications Office of the Attorney General of Iowa 1305 E. Walnut Street Des Moines, Iowa 50319-0106 Re: First Iowa Insurance Agency, Inc. -  Incident Notification Dear Sir or Madam: McDonald Hopkins PLC represents First Iowa Insurance Agency, Inc. (""First Iowa""). I write to provide notification regarding an incident that may involve the personal information of approximately five-hundred and thirty-three (533) Iowa residents. First Iowa's investigation is ongoing and this notification will be supplemented with any new significant facts or findings subsequent to this submission, if any. By providing this notice. First Iowa does not waive any rights or defenses regardi"
2019,01-30-19,"Image-I-Nation Technologies, Inc.",https://www.iowaattorneygeneral.gov/media/cms/13019_ImageINation_Technologies_Inc_E4CE3C4FB93DB.pdf,"February 6, 2019",,,Unauthorized Access,"MARSHALL DENNEHEY OHIO Cincinnati Cleveland WARNER COLEMAN s GOGGIN A P ROFES S lONAL CORP ORATION PENNSYLVANIA Allentown Doylestown Erie Harrisburg King of Prussia Philadelphia Pittsburgh Scranton FLORIDA Ft. Lauderdale Jacksonville Orlando Tampa 2000 Market Street, Suite 2300 ' Philadelphia, PA 19103 (215) 575-2600 » Fax (215) 575-0856 NEW IERSEY Cherry Hill Roseland NEW YORK Long Island New York City Westchester Direct Dial: 215-575-2615 Email: djshannon@mdwcg.c0m DELAWARE Wilmington January 30, 2019 Via  Ema il: consumer@ag.iowa.gov Consumer Protection Division Security Breach Notifications Office of the Attorney General of Iowa 1305 E. Walnut Street Des Moines, Iowa 50319-0106 RE: Image-I-Nation Technologies, Ine. Our File No. 41088.00126 Dear Sir or Madam: We are writing to notify you of a data security incident involving 9, 211 Iowa residents. We are submitting this notification on behalf of our client, Image-I-Nation Technologies, Inc. (""Image-I-Nation Technologies""). Nature Of"
2019,02-15-19,"North Country Business Products, Inc.",https://www.iowaattorneygeneral.gov/media/cms/21519_North_Country_Business_Produc_353F96009FE4F.pdf,"January 4, 2019",,,Unauthorized Access,"iOOAlQ KL-MU I"" to iOiVlO Mullen COUGHLIR ATTORNEYS AT LAW James E. Prendergast Office: 267-930-4798 Fax:  267-930-4771 Email: iprendergast@mullen.law 1275 Drummers Lane, Suite 302 Wayne, PA 19087 February 15, 2019 VIA U.S. MAIL Consumer Protection Division Security Breach Notifications Office of the Attorney General of Iowa 1305 E. Walnut Street Des Moines, Iowa 50319-0106 Re:  Notice of Data Security Incident Dear Sir or Madam: We represent North Country Business Products, Inc. ('TSlorth Country""), located at 1112 S. Raihoad Street SE, PC Box 910, Bemidji, MN 56601. We are writing to notify your office of an incident that may affect the security of personal information relating to an undetermined number of Iowa residents. The investigation into this matter is ongoing, and this notice will be supplemented with any new significant facts learned.subsequent to its submission. By providing this notice. North Country does not waive any rights or defenses regarding the applicability of Iowa"
2019,03-29-19,Earl Enterprises,https://www.iowaattorneygeneral.gov/media/cms/32919_Earl_Enterprises_B30BE34863968.pdf,,,,Unauthorized Access,"Cooley LLP   380 Interlocken Crescent   Suite 900   Broomfield, CO   80021-8023 t: (720) 566-4000  f: (720) 566-4099  cooley.com March 29, 2019 Consumer Protection Division Security Breach Notifications Office of the Attorney General of Iowa 1305 E. Walnut Street Des Moines, Iowa 50319-0106  Re: Legal Notice of Information Security Incident Dear Sirs or Madams: I write on behalf of my client, Earl Enterprises, to inform you of a data security incident potentially affecting  payment card information of a limited number of guests that dined at certain of Earl Enterprises’  restaurants.  Potentially affected restaurants include the following brands: Buca di Beppo, Earl of  Sandwich, Planet Hollywood, Chicken Guy!, Mixology and Tequila Taqueria.  While we cannot confirm the  residency of the individuals potentially affected by the incident, some Iowa residents may have been  affected.  Earl Enterprises will be providing a notice for Iowa residents potentially affected by this incident,  wh"
2019,04-02-19,"Key West Hotels, LLC",https://www.iowaattorneygeneral.gov/media/cms/40219_Key_West_Hotels_LLC_AECDAB4818681.pdf,,,,Theft,"in  cr nr-k-% o nrfl -J jiv 1-1.3 Es ATTORNEYS AT LAW Eckert Seamans Cherin &  Mellott, LLC U.S. Steel Tower 600 Grant Street, 44th Floor Pittsburgh, PA 15219 TBL  412 566 6000 FAX 412 566 6099 www.eckertseamans.com Sandy B. Garfinkel 412.566.6868 sgarfinkel@eckertseamans.com April 2, 2019 VIA EMAIL and FIRST CLASS MAIL Consumer Protection Division Security Breach Notifications Office of the Attorney General of Iowa 1305 E. Walnut Street Des Moines, Iowa 50319-0106 consumer@ag.iowa. gov Re:  Notice of Data Security Incident To Whom It May Concern: My firm represents Key West Hotels, LLC, the current owner of The Key Ambassador Resort Inn (the ""Hotel""). I write to inform you of an incident involving a breach of personal information. On December 13, 2018, the Hotel noticed some unusual activity in its front desk computer system. The Hotel promptly began investigating, retaining a well-known global cyber security firm to perform an assessment of the computer system. Ultimately the Hotel l"
2019,05-22-19,Georgia Institute of Technology,https://www.iowaattorneygeneral.gov/media/cms/52219_Georgia_Institute_of_Technolo_4A4E9CEF30DF9.pdf,,,,,
2019,05-24-19,"Drury Hotels Company, LLC (including supplement)",https://www.iowaattorneygeneral.gov/media/cms/Drury_Hotels_Security_Breach_F85DBE6202AC5.pdf,,,,,
2019,05-31-19,"Carlson Building Maintenance, Inc",https://www.iowaattorneygeneral.gov/media/cms/53119_Carlson_Building_Maintenance__9396EE3DDBD73.pdf,,,,,
2019,06-05-19,Retrieval-Masters Creditors Bureau,https://www.iowaattorneygeneral.gov/media/cms/6519_RetrievalMasters_Creditors_Bur_06951314D5DF1.pdf,,,,,
2019,06-19-19,"TenX Systems, LLC d/b/a ResiDex Software",https://www.iowaattorneygeneral.gov/media/cms/61919_TenX_Systems_dba_ResiDex_Soft_5108FCC2E2C75.pdf,,,,Ransomware,"          JOSEPH SALVO  JSALVO@GRSM.COM          ATTORNEYS AT LAW  1 BATTERY PARK PLAZA, 28TH FLOOR  NEW YORK, NY 10004  WWW.GRSM.COM                  June 19, 2019    VIA ELECTRONIC MAIL (CONSUMER@AG.IOWA.GOV)  Tom Miller, Attorney General  Office of the Attorney General of Iowa  Consumer Protection Division  Security Breach Notifications  Hoover State Office Building  1305 E. Walnut Street  Des Moines, Iowa 50319-0106      Re:  Notification of Data Security Incident      Our File No: 1185048                    Dear Attorney General Miller:    Our client, TenX Systems, LLC d/b/a ResiDex Software (“ResiDex”) specializes in  providing software for assisted living homes, group homes, and organizations providing care for  the elderly or disabled.  ResiDex understands the importance of protecting the personal  information provided by its customers and is making this notification to your Office in accordance  with applicable law following a recent data security incident.    ResiDex provides"
2019,06-21-19,Dominion National,https://www.iowaattorneygeneral.gov/media/cms/62119_Dominion_National_CB22AFE975BD0.pdf,,,,,
2019,07-01-19,"TenX Systems, LLC d/b/a ResiDex Software - updated information",https://www.iowaattorneygeneral.gov/media/cms/7119_TenX_Systems_dba_ResiDex_Softw_59848711076FD.pdf,,,,Ransomware,"          JOSEPH SALVO  JSALVO@GRSM.COM          ATTORNEYS AT LAW  1 BATTERY PARK PLAZA, 28TH FLOOR  NEW YORK, NY 10004  WWW.GRSM.COM                  June 19, 2019    VIA ELECTRONIC MAIL (CONSUMER@AG.IOWA.GOV)  Tom Miller, Attorney General  Office of the Attorney General of Iowa  Consumer Protection Division  Security Breach Notifications  Hoover State Office Building  1305 E. Walnut Street  Des Moines, Iowa 50319-0106      Re:  Notification of Data Security Incident      Our File No: 1185048                    Dear Attorney General Miller:    Our client, TenX Systems, LLC d/b/a ResiDex Software (“ResiDex”) specializes in  providing software for assisted living homes, group homes, and organizations providing care for  the elderly or disabled.  ResiDex understands the importance of protecting the personal  information provided by its customers and is making this notification to your Office in accordance  with applicable law following a recent data security incident.    ResiDex provides"
2019,07-11-19,The Union Labor Life Insurance Company,https://www.iowaattorneygeneral.gov/media/cms/71119_The_Union_Labor_Life_Insuranc_A54476AF7BE3D.pdf,,,,Unauthorized Access,"The Union Labor Life lnsurance Company 8403 Colesville Road Silver Spring, MD 20910 202.682.7928 cmullen@ullico.com July 1 1 ,2019 A Ullico lnc. Company The Honorable Tom Miller Attorney General Consumer Protection Division 1305 E. Walnut Street Des Moines, lA 50319 RE: The Union Labor Life lnsurance Company Dear Attorney General Miller: On April 1, 2019, the email account of an employee of The Union Labor Life lnsurance Company (the ""Company"") was accessed by an unknown, unauthorized user. The employee received an email from a trusted, external business associate that included a login to what appeared to be a legitimate file sharing site. After the employee entered login credentials and approved a multi-factor authentication call, the unauthorized user gained access to contact information in the employees Outlook email. A series of similar spam emails were then sent from the employee's company Outlook account to the employee's internal and external contacts. Ïhe Company's lnformation "
