Organization,Industry,Date Reported,Date of Incident,Date of Discovery,State,Residents Affected,Breach Type,Notes
Chattanooga State Community College,,Unknown,,,Massachusetts,Unknown,Unknown,
"The Vitality Group, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
"Citibank, N.A.",,Unknown,,,Massachusetts,Unknown,Unknown,
"South Suburban Surgical Suites, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
"American Express Travel Related
Services Company, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Glacier Bay TPA LLC,,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Mutuanl One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Main Street Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"OPTP, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
"Lithia Motors, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Union Bank and Trust Company,,Unknown,,,Massachusetts,Unknown,Unknown,
Clearwater Credit Union,,Unknown,,,Massachusetts,Unknown,Unknown,
"Genesis Energy, L.P.",,Unknown,,,Massachusetts,Unknown,Unknown,
"Max-Tech, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Nucor Corporation,,Unknown,,,Massachusetts,Unknown,Unknown,
"Clear Spring Life and Annuity
Company",,Unknown,,,Massachusetts,Unknown,Unknown,
Accelya Topco Limited,,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"Citarell Operating, LLC and Lockwood
& Winant Seafood, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
Lansing Community College,,Unknown,,,Massachusetts,Unknown,Unknown,
"Outer Cape Health Services, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Realm IDX Inc.,,Unknown,,,Massachusetts,Unknown,Unknown,
"United Bankshares, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Imagine360,,Unknown,,,Massachusetts,Unknown,Unknown,
New Hampshire Public Radio,,Unknown,,,Massachusetts,Unknown,Unknown,
ARx Patient Solutions,,Unknown,,,Massachusetts,Unknown,Unknown,
Webster Five Cent Savings Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"Blockchain Capital, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
Smith Brothers Insurance LLC,,Unknown,,,Massachusetts,Unknown,Unknown,
"Ameriprise Financial, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"Massachusettes Executive Office of
Health and Human Services",,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"Smyser Kaplan & Veselka, L.L.P.",,Unknown,,,Massachusetts,Unknown,Unknown,
Bristol Myers Squibb,,Unknown,,,Massachusetts,Unknown,Unknown,
First Merchants Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"Steward Partners Global Advisory, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
"Delaware Life Insurance Company of
New York",,Unknown,,,Massachusetts,Unknown,Unknown,
"American Express Travel Related
Services Company, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Winchester Savings Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Watertown Savings Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"American Express Travel Related
Services Company, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Sonova,,Unknown,,,Massachusetts,Unknown,Unknown,
"TRIANA Biomedicines, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
KBF CPAs,,Unknown,,,Massachusetts,Unknown,Unknown,
USA Baseball,,Unknown,,,Massachusetts,Unknown,Unknown,
Brigham and Women's Hospital,,Unknown,,,Massachusetts,Unknown,Unknown,
"OptionMetrics, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
"4LEAF, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Ventura County Credit Union,,Unknown,,,Massachusetts,Unknown,Unknown,
"Indianapolis Museum of Art d/b/a
Newfields",,Unknown,,,Massachusetts,Unknown,Unknown,
"American Express Travel Related
Services Company, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"Preservation of Affordable Housing,
Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"Valley Power Systems, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Baystate Health Noble Hospital,,Unknown,,,Massachusetts,Unknown,Unknown,
Soroc Technology Inc.,,Unknown,,,Massachusetts,Unknown,Unknown,
"CNU Online Holdings, LLC d/b/a
CashNetUSA",,Unknown,,,Massachusetts,Unknown,Unknown,
"Pear Tree Advisors, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"Paper and Ink Arts, LLC dba John Neal
Books",,Unknown,,,Massachusetts,Unknown,Unknown,
"MAC Pizza Management, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Prime Case LLC,,Unknown,,,Massachusetts,Unknown,Unknown,
Rockland Trust,,Unknown,,,Massachusetts,Unknown,Unknown,
American Public Health Association,,Unknown,,,Massachusetts,Unknown,Unknown,
Whitley’s Peanut Factory,,Unknown,,,Massachusetts,Unknown,Unknown,
"Abo & Company, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
"Revance Therapeutics, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"Massachusetts College of Art and
Design",,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Main Street Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"The Union Labor Life Insurance
Company",,Unknown,,,Massachusetts,Unknown,Unknown,
Selene Title LLC,,Unknown,,,Massachusetts,Unknown,Unknown,
"Pension Benefit Information, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
"Charles Schwab & Co., Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
The Chattanooga Heart Institute,,Unknown,,,Massachusetts,Unknown,Unknown,
Bridgewater State University,,Unknown,,,Massachusetts,Unknown,Unknown,
Point32Health - Tufts Health Plan,,Unknown,,,Massachusetts,Unknown,Unknown,
"Pathways for Change, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"American Express Travel Related
Services Company, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"American Express Travel Related
Services Company, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"Stibbs & Co., P.C.",,Unknown,,,Massachusetts,Unknown,Unknown,
"Accreditation Commission for
Education in Nursing, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
The Village Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"American Express Travel Related
Services Company, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"The Commonwealth of Massachusetts
Office of Health and Human Services",,Unknown,,,Massachusetts,Unknown,Unknown,
LaunchWorks LLC,,Unknown,,,Massachusetts,Unknown,Unknown,
"Burke Consulting, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
Winchester Savings Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Ascent Funding Co.,,Unknown,,,Massachusetts,Unknown,Unknown,
LEM Products Direct LLC,,Unknown,,,Massachusetts,Unknown,Unknown,
Maintech Managed Services,,Unknown,,,Massachusetts,Unknown,Unknown,
Alatus Aerosystems LLC,,Unknown,,,Massachusetts,Unknown,Unknown,
Roots & Harvest Direct LLC,,Unknown,,,Massachusetts,Unknown,Unknown,
The Colorado State University System,,Unknown,,,Massachusetts,Unknown,Unknown,
Sovos Compliance LLC,,Unknown,,,Massachusetts,Unknown,Unknown,
"State of New Jersey Department of
Human Services",,Unknown,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,Unknown,,,Massachusetts,Unknown,Unknown,
"National Institutes of Health Federal
Credit Union (""NIHFCU"")",,Unknown,,,Massachusetts,Unknown,Unknown,
Wake Family Eye Care,,Unknown,,,Massachusetts,Unknown,Unknown,
"JJ Powell, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"Kleinberg, Kaplan, Wolff & Cohen, P.C.",,Unknown,,,Massachusetts,Unknown,Unknown,
"Mount Desert Island Hospital, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"National Association of Music
Merchants",,Unknown,,,Massachusetts,Unknown,Unknown,
"Rath, Young, and Pignatelli P.C.",,Unknown,,,Massachusetts,Unknown,Unknown,
PlainsCapital Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"Carrano Air HVAC Contractors, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
Precision Imaging Center,,Unknown,,,Massachusetts,Unknown,Unknown,
BTCE Inc. d/b/a Great Fermentations,,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
The Cooperative Bank of Cape Cod,,Unknown,,,Massachusetts,Unknown,Unknown,
St. Marys Credit Union,,Unknown,,,Massachusetts,Unknown,Unknown,
St. Mary's Credit Union,,Unknown,,,Massachusetts,Unknown,Unknown,
St. Mary's Credit Union,,Unknown,,,Massachusetts,Unknown,Unknown,
Main Street Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Massachusetts General Hospital,,Unknown,,,Massachusetts,Unknown,Unknown,
"EBS Services, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
South Coast Education Service District,,Unknown,,,Massachusetts,Unknown,Unknown,
"Regal Medical Group, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"Classical Conversations, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Elevate Outdoor Collective,,Unknown,,,Massachusetts,Unknown,Unknown,
City of Roanoke,,Unknown,,,Massachusetts,Unknown,Unknown,
"Fidelity National Information Services,
Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"TIAA Kaspick, LLC (""Kaspick"")",,Unknown,,,Massachusetts,Unknown,Unknown,
Quorum Federal Credit Union,,Unknown,,,Massachusetts,Unknown,Unknown,
"Allianz Life Insurance Company of
North America",,Unknown,,,Massachusetts,Unknown,Unknown,
"Milliman Solutions, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
"Cupertino Electric, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"Green Label Title, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
Cambridge Trust Company,,Unknown,,,Massachusetts,Unknown,Unknown,
Main Street Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"Aven Financial, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Brigham and Women's Hospital,,Unknown,,,Massachusetts,Unknown,Unknown,
"Letter Arts Book Club, Inc",,Unknown,,,Massachusetts,Unknown,Unknown,
1st Source Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"J&D Brush Co. LLC dba Bio Ionic (“Bio
Ionic”)",,Unknown,,,Massachusetts,Unknown,Unknown,
"Battelle Energy Alliance, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
Rite Aid Corporation,,Unknown,,,Massachusetts,Unknown,Unknown,
Rockland Trust,,Unknown,,,Massachusetts,Unknown,Unknown,
MSX International Inc.,,Unknown,,,Massachusetts,Unknown,Unknown,
"Athene Annuity and Life Company and
its affiliates",,Unknown,,,Massachusetts,Unknown,Unknown,
The Mission Essential Group,,Unknown,,,Massachusetts,Unknown,Unknown,
Rockland Trust,,Unknown,,,Massachusetts,Unknown,Unknown,
Eagle Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"Lombard International Life Assurance
Company",,Unknown,,,Massachusetts,Unknown,Unknown,
"Physicians Insurance A Mutual
Company",,Unknown,,,Massachusetts,Unknown,Unknown,
"Jackson National Life Insurance
Company",,Unknown,,,Massachusetts,Unknown,Unknown,
"Massachusetts Mutual Life Insurance
Company",,Unknown,,,Massachusetts,Unknown,Unknown,
Restaurant HR Group,,Unknown,,,Massachusetts,Unknown,Unknown,
NAXION,,Unknown,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"Willis Towers Watson US LLC and its
affiliate Acclaris, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
UnitedLex Corporation,,Unknown,,,Massachusetts,Unknown,Unknown,
"Peachtree Orthopaedic Clinic, P.A.",,Unknown,,,Massachusetts,Unknown,Unknown,
"TSG Interactive US Services Limited
(d/b/a PokerStars)",,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"Hahn Loeser & Parks, LLP",,Unknown,,,Massachusetts,Unknown,Unknown,
FXI Inc.,,Unknown,,,Massachusetts,Unknown,Unknown,
Zoe's House Adoption Agency,,Unknown,,,Massachusetts,Unknown,Unknown,
"King Arthur Baking Company, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"Fidelity Investments Life Insurance
Company",,Unknown,,,Massachusetts,Unknown,Unknown,
Franklin Mint Federal Credit Union,,Unknown,,,Massachusetts,Unknown,Unknown,
"American Civil Liberties Union
Foundation, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"Quinn Emanuel Urquhart & Sullivan,
LLP",,Unknown,,,Massachusetts,Unknown,Unknown,
Workers Federal Credit Union,,Unknown,,,Massachusetts,Unknown,Unknown,
Rock-It Global,,Unknown,,,Massachusetts,Unknown,Unknown,
"Fidelity National Information Services,
Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Winchester Savings Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"CNU Online Holdings, LLC d/b/a
CashNetUSA",,Unknown,,,Massachusetts,Unknown,Unknown,
Intuit Inc.,,Unknown,,,Massachusetts,Unknown,Unknown,
"Aurora National Life Assurance
Company",,Unknown,,,Massachusetts,Unknown,Unknown,
Jack Stack Barbecue,,Unknown,,,Massachusetts,Unknown,Unknown,
"Scrubs and Beyond, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
"Teachers Insurance and Annuity
Association of America (""TIAA"")",,Unknown,,,Massachusetts,Unknown,Unknown,
Idea 247 Inc. d/b/a Idea Financial,,Unknown,,,Massachusetts,Unknown,Unknown,
UnTapped LLC,,Unknown,,,Massachusetts,Unknown,Unknown,
St Mary's Credit Union,,Unknown,,,Massachusetts,Unknown,Unknown,
Everett Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
HAVI Group LP,,Unknown,,,Massachusetts,Unknown,Unknown,
"Calspan Holdings, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
"Morey, Nee, Buck & Oswald, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
Blue Shield of California,,Unknown,,,Massachusetts,Unknown,Unknown,
"Expeditus Holdings, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
TRJ Accounting,,Unknown,,,Massachusetts,Unknown,Unknown,
UnitedHealthcare Student Resources,,Unknown,,,Massachusetts,Unknown,Unknown,
"Westat, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Bronson Edelman & Moses CPAs,,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"Teachers' Retirement System of the
City of New York",,Unknown,,,Massachusetts,Unknown,Unknown,
The Law Foundation of Silicon Valley,,Unknown,,,Massachusetts,Unknown,Unknown,
"Town of North Kingstown, Rhode
Island",,Unknown,,,Massachusetts,Unknown,Unknown,
St Mary's Credit Union,,Unknown,,,Massachusetts,Unknown,Unknown,
"HRM Enterprises, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"The Johns Hopkins University, The
Johns Hopkins Health System
Corporation, and",,Unknown,,,Massachusetts,Unknown,Unknown,
"Life Management Center of Northwest
Florida, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
American Board of Internal Medicine,,Unknown,,,Massachusetts,Unknown,Unknown,
Humana Inc.,,Unknown,,,Massachusetts,Unknown,Unknown,
Kraemer North America,,Unknown,,,Massachusetts,Unknown,Unknown,
Rockland Trust,,Unknown,,,Massachusetts,Unknown,Unknown,
"BASIS Educational Group, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
Nassau Life Insurance Company,,Unknown,,,Massachusetts,Unknown,Unknown,
Rockland Trust,,Unknown,,,Massachusetts,Unknown,Unknown,
Rockland Trust,,Unknown,,,Massachusetts,Unknown,Unknown,
Rockland Trust,,Unknown,,,Massachusetts,Unknown,Unknown,
"Shell USA, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"CRC Insurance Services, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
"Family Vision of Anderson, P.A.",,Unknown,,,Massachusetts,Unknown,Unknown,
"Cabot Risk Strategies, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
Gazaleh Consulting LLC,,Unknown,,,Massachusetts,Unknown,Unknown,
HEICO,,Unknown,,,Massachusetts,Unknown,Unknown,
St. Mary's Credit Union,,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
MutualOne Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"Fidelity & Guaranty Life Insurance
Company",,Unknown,,,Massachusetts,Unknown,Unknown,
"Elgon, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
DC & Associates of Central Florida,,Unknown,,,Massachusetts,Unknown,Unknown,
Nassau Life and Annuity Company,,Unknown,,,Massachusetts,Unknown,Unknown,
"Corebridge Financial, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
HopSkipDrive,,Unknown,,,Massachusetts,Unknown,Unknown,
IMX Medical Management Serivces,,Unknown,,,Massachusetts,Unknown,Unknown,
"T. Rowe Price Retirement Plan
Services, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Bank of Nova Scotia,,Unknown,,,Massachusetts,Unknown,Unknown,
State Savings Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"Capital Formation Group, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"American Multi-Cinema, Inc., d/b/a
AMC Theatres",,Unknown,,,Massachusetts,Unknown,Unknown,
MW Components,,Unknown,,,Massachusetts,Unknown,Unknown,
Cambridge Trust Company,,Unknown,,,Massachusetts,Unknown,Unknown,
Delaware Life Insurance Company,,Unknown,,,Massachusetts,Unknown,Unknown,
"Group 1001 Resources, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Bibles in Bulk,,Unknown,,,Massachusetts,Unknown,Unknown,
University of Rochester,,Unknown,,,Massachusetts,Unknown,Unknown,
"Dallas Center for the Performing Arts
Foundation, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"Rogers Towers, P.A.",,Unknown,,,Massachusetts,Unknown,Unknown,
"Maximus, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"Highland Baking Company, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"The Prudential Insurance Company of
America",,Unknown,,,Massachusetts,Unknown,Unknown,
"Paycom Payroll, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
San Francisco Jazz Organization,,Unknown,,,Massachusetts,Unknown,Unknown,
Genworth North America Corporation,,Unknown,,,Massachusetts,Unknown,Unknown,
"Allegheny County, Pennsylvania",,Unknown,,,Massachusetts,Unknown,Unknown,
Commonwealth Corporation,,Unknown,,,Massachusetts,Unknown,Unknown,
"Creedmoor Sports, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"Conduent HR Services, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
Webster Five Cent Savings Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"American Express Travel Related
Services Company, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Contec LLC,,Unknown,,,Massachusetts,Unknown,Unknown,
"Progressive Casualty Insurance
Company",,Unknown,,,Massachusetts,Unknown,Unknown,
"Lumico Life Insurance Company, Elips
Life Insurance Company",,Unknown,,,Massachusetts,Unknown,Unknown,
PH TECH,,Unknown,,,Massachusetts,Unknown,Unknown,
Jefferson County Health Center,,Unknown,,,Massachusetts,Unknown,Unknown,
"Serco, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
BankNewport,,Unknown,,,Massachusetts,Unknown,Unknown,
"Sadoff, Fischer & Associates, P.A.",,Unknown,,,Massachusetts,Unknown,Unknown,
National Educational Music Company,,Unknown,,,Massachusetts,Unknown,Unknown,
Northern Bank & Trust Company,,Unknown,,,Massachusetts,Unknown,Unknown,
TIAA-CREF Life Insurance Company,,Unknown,,,Massachusetts,Unknown,Unknown,
"Avalon Risk Management Insurance
Agency, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Winchester Savings Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Mass Bay Credit Union,,Unknown,,,Massachusetts,Unknown,Unknown,
"Spartanburg County, South Carolina",,Unknown,,,Massachusetts,Unknown,Unknown,
"Geneva Software, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Wizmo,,Unknown,,,Massachusetts,Unknown,Unknown,
"American Express Travel Related
Services Company, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"American Express Travel Related
Services Company, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
MHMR Authority of Brazos Valley,,Unknown,,,Massachusetts,Unknown,Unknown,
"Jonas Fitness, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"American Express Travel Related
Services Company, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"American Express Travel Related
Services Company, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Reliance Steel & Aluminum Co.,,Unknown,,,Massachusetts,Unknown,Unknown,
Arellano Associates,,Unknown,,,Massachusetts,Unknown,Unknown,
"Hartford Life and Accident Insurance
Company",,Unknown,,,Massachusetts,Unknown,Unknown,
"Freedom Debt Relief, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
"JPMorgan Chase Bank, N.A.",,Unknown,,,Massachusetts,Unknown,Unknown,
"Christianbook, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
"Hayward Sisters Hospital d/b/a St.
Rose Hospital",,Unknown,,,Massachusetts,Unknown,Unknown,
USAA,,Unknown,,,Massachusetts,Unknown,Unknown,
"The Consulting Engineers Group, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"ExamOne (a Quest Diagnostics
Company)",,Unknown,,,Massachusetts,Unknown,Unknown,
TELUS Health (US) Ltd.,,Unknown,,,Massachusetts,Unknown,Unknown,
Civil Air Patrol,,Unknown,,,Massachusetts,Unknown,Unknown,
"Wells Fargo Bank, N.A.",,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"Hutchinson Clinic, P.A.",,Unknown,,,Massachusetts,Unknown,Unknown,
National Wholesale Company,,Unknown,,,Massachusetts,Unknown,Unknown,
American National Group LLC,,Unknown,,,Massachusetts,Unknown,Unknown,
"ltmarsh, Cleaveland & Gund",,Unknown,,,Massachusetts,Unknown,Unknown,
Cambridge College,,Unknown,,,Massachusetts,Unknown,Unknown,
"Gunster, Yoakley & Stewart, PA",,Unknown,,,Massachusetts,Unknown,Unknown,
"Baird Insurance Services, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Winchester Savings Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"Forrester Research, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Bank OZK,,Unknown,,,Massachusetts,Unknown,Unknown,
"Northwestern Mutual Life Insurance
Company",,Unknown,,,Massachusetts,Unknown,Unknown,
Watertown Savings Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"KemperSports Management, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
Savers Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Savers Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Savers Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Discover Financial Services,,Unknown,,,Massachusetts,Unknown,Unknown,
"New England Copy Specialists, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Danbury Public Schools,,Unknown,,,Massachusetts,Unknown,Unknown,
Ada Technologies Inc.,,Unknown,,,Massachusetts,Unknown,Unknown,
St Mary's Credit Union,,Unknown,,,Massachusetts,Unknown,Unknown,
Eagle Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Adams Community Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
The Village Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"Alliance Sports Group, LP dba Alliance
Consumer Group",,Unknown,,,Massachusetts,Unknown,Unknown,
"First St. Charles Bank dba First
National Bank USA",,Unknown,,,Massachusetts,Unknown,Unknown,
Hospitality Staffing Solutions LLC,,Unknown,,,Massachusetts,Unknown,Unknown,
"Consolidated Edison Company of New
York LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
American First Credit Union,,Unknown,,,Massachusetts,Unknown,Unknown,
Logansport Savings Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"Washington National Insurance
Company",,Unknown,,,Massachusetts,Unknown,Unknown,
"Bankers Conseco Life Insurance
Company",,Unknown,,,Massachusetts,Unknown,Unknown,
WEC Energy Group Inc.,,Unknown,,,Massachusetts,Unknown,Unknown,
"TD Ameritrade, Inc. and Charles
Schwab & Co., Inc., a TD Ameritrade
affiliate.",,Unknown,,,Massachusetts,Unknown,Unknown,
"Best Friends Pet Care, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Stockman Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"Storopack, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Transamerica Life Insurance Company,,Unknown,,,Massachusetts,Unknown,Unknown,
"The Global Atlantic Financial Group
LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
Alvogen,,Unknown,,,Massachusetts,Unknown,Unknown,
"M. Arthur Gensler, Jr. & Associates,
Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"Wells Fargo Bank, N.A.",,Unknown,,,Massachusetts,Unknown,Unknown,
Ernst & Young LLP,,Unknown,,,Massachusetts,Unknown,Unknown,
Vermont Christmas Company,,Unknown,,,Massachusetts,Unknown,Unknown,
Fidelity Life Association,,Unknown,,,Massachusetts,Unknown,Unknown,
"County of Santa Clara, California",,Unknown,,,Massachusetts,Unknown,Unknown,
"Slipstream Group, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Synergy Healthcare Services,,Unknown,,,Massachusetts,Unknown,Unknown,
Brigham and Women's Hospital,,Unknown,,,Massachusetts,Unknown,Unknown,
Miller Milling Company,,Unknown,,,Massachusetts,Unknown,Unknown,
New York Life Insurance Company,,Unknown,,,Massachusetts,Unknown,Unknown,
MutualOne Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
MutualOne Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
BOM Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"Murfreesboro Medical Clinic &
SurgiCenter",,Unknown,,,Massachusetts,Unknown,Unknown,
MutualOne Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"Etz Hayim Holdings, S.P.C. dba Lazarus
Naturals",,Unknown,,,Massachusetts,Unknown,Unknown,
"University of Hawai'i --Hawai'i
Community College",,Unknown,,,Massachusetts,Unknown,Unknown,
MutualOne Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
MutualOne Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
